,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Pearson_r,Pearson_p,Sig,Best_Params,Features,Time_sec
114,RFE_Ridge_Top20,20,KNN_Regressor,0.5385,0.5226,0.4181,-0.032,0.1117,0.14471399429636772,n.s.,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","struggle_ratio, apathy_speed, engagement_persistence, carefulness_index, time_diff_phase3_vs_phase1, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, PCA_Performance_Star, inter_exploratory_brilliance, Feat_Cognitive_Waste, Mutant_Omega_Curiosity",0.4
115,MutualInfo_p70,24,XGBoost,0.5429,0.5259,0.4186,-0.0453,0.1116,0.1449924998313002,n.s.,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, contemplation_index, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Ego_Death",6.5
116,Pearson_gt0.15,10,ElasticNet,0.526,0.5152,0.4152,-0.0033,0.1106,0.1485448836680142,n.s.,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.3
117,MutualInfo_p80,16,Ridge,0.5277,0.5148,0.4171,-0.0017,0.1101,0.15061987670515137,n.s.,{'model__alpha': 100.0},"humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth",0.2
118,Pearson_gt0.20,5,RandomForest,0.5303,0.5175,0.4142,-0.0122,0.1094,0.15329201958548533,n.s.,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",5.9
119,Pearson_gt0.30,5,RandomForest,0.5303,0.5175,0.4142,-0.0122,0.1094,0.15329201958548533,n.s.,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",3.9
120,MutualInfo_p70,24,HuberRegressor,0.6792,0.5756,0.4665,-0.2523,0.1094,0.153071082893073,n.s.,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, contemplation_index, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Ego_Death",4.4
121,Pearson_gt0.15,10,SVR_Linear,0.5292,0.5153,0.4139,-0.0036,0.1089,0.1551153133039793,n.s.,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.3
122,RF_Importance_p80,16,Ridge,0.5275,0.5136,0.414,0.0032,0.1079,0.15871410027163413,n.s.,{'model__alpha': 500.0},"score_velocity, engagement_persistence, carefulness_index, contemplation_index, hyper_curiosity_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_Ego_Death",0.3
123,Pearson_gt0.20,5,HuberRegressor,0.5265,0.5155,0.4148,-0.0044,0.1079,0.1587717883055973,n.s.,"{'model__epsilon': 1.5, 'model__alpha': 0.01}","inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",0.3
124,Pearson_gt0.30,5,HuberRegressor,0.5265,0.5155,0.4148,-0.0044,0.1079,0.1587717883055973,n.s.,"{'model__epsilon': 1.5, 'model__alpha': 0.01}","inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",0.3
125,Pearson_gt0.20,5,XGBoost,0.5407,0.5241,0.4207,-0.0381,0.1071,0.1618327953444779,n.s.,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",3.1
126,Pearson_gt0.30,5,XGBoost,0.5407,0.5241,0.4207,-0.0381,0.1071,0.1618327953444779,n.s.,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",2.8
127,Spearman_gt0.30,5,XGBoost,0.5513,0.52,0.4194,-0.0222,0.1061,0.16612318385626257,n.s.,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",2.2
128,Spearman_gt0.15,13,KNN_Regressor,0.536,0.5256,0.4242,-0.0443,0.1056,0.16798136870897737,n.s.,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
129,Kendall_gt0.10,13,KNN_Regressor,0.536,0.5256,0.4242,-0.0443,0.1056,0.16798136870897737,n.s.,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
130,Pearson_gt0.15,10,Lasso,0.5259,0.5154,0.415,-0.0041,0.1055,0.16833095702545892,n.s.,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",4.9
131,RF_Importance_med,40,RandomForest,0.5299,0.5168,0.416,-0.0092,0.1034,0.17704207039662515,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, keypad_dominance, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",5.4
